59v39d19022023;28;19.02.2023;18:30;59;Burgos CF;39;Albacete;1;1;53;47;9;9;2;4;4;1
30v60d19022023;28;19.02.2023;16:15;30;Alaves;60;UD Ibiza;4;2;43;57;13;7;7;3;3;2
66v23d19022023;28;19.02.2023;16:15;66;Andorra;23;Real Sporting;1;0;65;35;12;12;3;2;7;3
31v15d19022023;28;19.02.2023;14:00;31;Huesca;15;Granada;1;1;36;64;7;8;4;2;4;4
38v45d18022023;28;18.02.2023;21:00;38;Tenerife;45;Mirandes;1;0;47;53;14;7;2;3;6;4
27v24d18022023;28;18.02.2023;18:30;27;Leganes;24;Las Palmas;0;0;25;75;6;10;3;2;2;4
46v10d18022023;28;18.02.2023;18:30;46;Ponferradina;10;Levante;0;0;41;59;11;8;2;2;3;5
44v22d18022023;28;18.02.2023;16:15;44;Lugo;22;Eibar;0;2;53;47;8;15;1;5;9;6
52v40d17022023;28;17.02.2023;21:00;52;Cartagena;40;Real Oviedo;2;1;60;40;16;5;8;2;3;3
47v27d13022023;27;13.02.2023;21:00;47;R. Racing Club;27;Leganes;2;1;45;55;11;12;3;5;7;3
60v46d12022023;27;12.02.2023;21:00;60;UD Ibiza;46;Ponferradina;1;1;32;68;13;12;5;3;7;6
22v52d12022023;27;12.02.2023;18:30;22;Eibar;52;Cartagena;0;3;65;35;16;11;1;5;5;3
23v31d12022023;27;12.02.2023;18:30;23;Real Sporting;31;Huesca;1;1;74;26;16;3;4;1;9;0
40v59d12022023;27;12.02.2023;16:15;40;Real Oviedo;59;Burgos CF;0;1;47;53;7;10;1;2;3;4
39v11d12022023;27;12.02.2023;14:00;39;Albacete;11;Malaga;3;2;64;36;18;6;6;4;4;5
24v44d11022023;27;11.02.2023;21:00;24;Las Palmas;44;Lugo;3;0;71;29;23;5;9;1;9;2
10v66d11022023;27;11.02.2023;18:30;10;Levante;66;Andorra;1;0;28;72;9;12;1;2;5;2
45v67d11022023;27;11.02.2023;18:30;45;Mirandes;67;Villarreal B;2;1;47;53;23;11;12;3;9;1
29v30d11022023;27;11.02.2023;16:15;29;Real Zaragoza;30;Alaves;1;4;61;39;15;10;7;6;5;5
15v38d10022023;27;10.02.2023;21:00;15;Granada;38;Tenerife;2;0;52;48;7;9;3;3;2;7
59v24d06022023;26;06.02.2023;21:00;59;Burgos CF;24;Las Palmas;0;0;36;64;4;11;2;3;2;0
44v60d05022023;26;05.02.2023;21:00;44;Lugo;60;UD Ibiza;0;0;62;38;16;7;5;1;6;6
52v10d05022023;26;05.02.2023;18:30;52;Cartagena;10;Levante;1;2;59;41;15;11;2;3;4;1
46v47d05022023;26;05.02.2023;18:30;46;Ponferradina;47;R. Racing Club;1;1;47;53;11;16;3;5;3;5
66v29d05022023;26;05.02.2023;16:15;66;Andorra;29;Real Zaragoza;0;1;74;26;18;9;2;3;10;9
67v15d05022023;26;05.02.2023;14:00;67;Villarreal B;15;Granada;0;2;59;41;19;7;5;4;8;1
30v22d04022023;26;04.02.2023;21:00;30;Alaves;22;Eibar;2;0;51;49;17;12;4;2;7;3
38v39d04022023;26;04.02.2023;18:30;38;Tenerife;39;Albacete;1;0;35;65;10;9;1;3;6;11
31v45d04022023;26;04.02.2023;16:15;31;Huesca;45;Mirandes;1;0;40;60;7;10;2;4;7;3
27v23d04022023;26;04.02.2023;16:15;27;Leganes;23;Real Sporting;1;0;36;64;7;10;3;3;3;5
11v40d03022023;26;03.02.2023;21:00;11;Malaga;40;Real Oviedo;0;1;58;42;6;12;2;4;6;5
29v46d30012023;25;30.01.2023;21:00;29;Real Zaragoza;46;Ponferradina;0;0;49;51;9;9;2;1;5;2
60v52d29012023;25;29.01.2023;21:00;60;UD Ibiza;52;Cartagena;2;2;42;58;14;7;6;3;12;5
39v44d29012023;25;29.01.2023;18:30;39;Albacete;44;Lugo;2;0;64;36;12;9;2;3;7;7
23v11d29012023;25;29.01.2023;18:30;23;Real Sporting;11;Malaga;0;0;55;45;8;11;2;1;2;5
10v59d29012023;25;29.01.2023;16:15;10;Levante;59;Burgos CF;1;0;57;43;14;9;4;1;3;1
45v30d29012023;25;29.01.2023;14:00;45;Mirandes;30;Alaves;1;3;58;42;7;12;3;4;3;7
24v31d28012023;25;28.01.2023;21:00;24;Las Palmas;31;Huesca;1;0;75;25;16;7;4;2;8;1
22v27d28012023;25;28.01.2023;18:30;22;Eibar;27;Leganes;0;0;61;39;15;8;6;1;6;4
40v67d28012023;25;28.01.2023;18:30;40;Real Oviedo;67;Villarreal B;0;1;46;54;13;3;4;2;11;1
15v66d28012023;25;28.01.2023;16:15;15;Granada;66;Andorra;2;0;36;64;11;12;5;3;3;7
47v38d27012023;25;27.01.2023;21:00;47;R. Racing Club;38;Tenerife;1;1;46;54;10;10;4;2;7;3
66v39d23012023;24;23.01.2023;21:00;66;Andorra;39;Albacete;0;1;69;31;6;6;2;4;7;2
44v67d22012023;24;22.01.2023;21:00;44;Lugo;67;Villarreal B;1;2;37;63;10;17;5;7;1;9
31v40d22012023;24;22.01.2023;18:30;31;Huesca;40;Real Oviedo;1;1;63;37;14;8;5;2;3;5
52v38d22012023;24;22.01.2023;16:15;52;Cartagena;38;Tenerife;0;1;63;37;7;9;0;4;6;3
23v29d22012023;24;22.01.2023;16:15;23;Real Sporting;29;Real Zaragoza;1;0;67;33;11;7;3;2;5;4
27v10d22012023;24;22.01.2023;14:00;27;Leganes;10;Levante;2;2;40;60;10;17;4;3;4;5
30v47d21012023;24;21.01.2023;21:00;30;Alaves;47;R. Racing Club;3;0;52;48;19;7;6;3;2;4
15v60d21012023;24;21.01.2023;18:30;15;Granada;60;UD Ibiza;2;0;63;37;10;16;4;5;2;2
11v59d21012023;24;21.01.2023;16:15;11;Malaga;59;Burgos CF;1;1;56;44;8;8;3;1;7;5
46v22d21012023;24;21.01.2023;16:15;46;Ponferradina;22;Eibar;0;1;48;52;12;6;5;4;3;6
24v45d20012023;24;20.01.2023;21:00;24;Las Palmas;45;Mirandes;2;1;68;32;20;3;7;2;6;0
39v27d16012023;23;16.01.2023;21:00;39;Albacete;27;Leganes;1;0;44;56;16;7;5;1;5;2
59v66d15012023;23;15.01.2023;16:15;59;Burgos CF;66;Andorra;2;1;32;68;10;15;3;7;3;11
45v44d15012023;23;15.01.2023;16:15;45;Mirandes;44;Lugo;2;0;49;51;16;8;3;1;7;2
22v11d15012023;23;15.01.2023;14:00;22;Eibar;11;Malaga;2;1;54;46;17;7;7;3;4;1
10v15d14012023;23;14.01.2023;21:00;10;Levante;15;Granada;3;1;45;55;11;8;5;4;7;1
47v23d14012023;23;14.01.2023;18:30;47;R. Racing Club;23;Real Sporting;2;0;37;63;16;19;10;6;1;13
38v46d14012023;23;14.01.2023;18:30;38;Tenerife;46;Ponferradina;0;0;54;46;16;1;3;0;8;1
60v24d14012023;23;14.01.2023;16:15;60;UD Ibiza;24;Las Palmas;1;2;24;76;13;14;5;6;5;4
67v29d14012023;23;14.01.2023;16:15;67;Villarreal B;29;Real Zaragoza;2;3;50;50;10;7;4;3;2;5
52v31d14012023;23;14.01.2023;14:00;52;Cartagena;31;Huesca;0;0;69;31;14;4;4;1;7;3
40v30d13012023;23;13.01.2023;21:00;40;Real Oviedo;30;Alaves;1;0;39;61;10;10;2;1;6;5
31v39d09012023;22;09.01.2023;21:00;31;Huesca;39;Albacete;1;1;41;59;12;15;2;5;6;6
22v60d08012023;22;08.01.2023;21:00;22;Eibar;60;UD Ibiza;1;0;68;32;10;8;7;5;4;2
24v47d08012023;22;08.01.2023;18:30;24;Las Palmas;47;R. Racing Club;1;1;69;31;18;9;2;3;8;2
29v45d08012023;22;08.01.2023;16:15;29;Real Zaragoza;45;Mirandes;0;0;63;37;16;12;3;6;3;5
15v52d08012023;22;08.01.2023;14:00;15;Granada;52;Cartagena;1;0;50;50;15;7;6;2;9;5
30v59d07012023;22;07.01.2023;21:00;30;Alaves;59;Burgos CF;1;0;62;38;23;3;7;3;13;2
11v38d07012023;22;07.01.2023;18:30;11;Malaga;38;Tenerife;1;1;57;43;17;4;4;1;3;2
66v40d07012023;22;07.01.2023;16:15;66;Andorra;40;Real Oviedo;3;1;75;25;11;8;6;3;3;3
27v44d06012023;22;06.01.2023;21:00;27;Leganes;44;Lugo;1;0;64;36;11;7;4;1;9;1
23v10d06012023;22;06.01.2023;18:30;23;Real Sporting;10;Levante;1;1;42;58;7;14;2;3;3;7
46v67d06012023;22;06.01.2023;16:15;46;Ponferradina;67;Villarreal B;2;1;48;52;15;5;6;3;5;3
27v29d19122022;21;19.12.2022;21:00;27;Leganes;29;Real Zaragoza;2;1;52;48;6;8;4;2;6;2
11v30d18122022;21;18.12.2022;21:00;11;Malaga;30;Alaves;1;0;48;52;7;10;4;2;1;3
59v31d18122022;21;18.12.2022;19:00;59;Burgos CF;31;Huesca;1;1;65;35;17;10;6;2;5;11
10v22d18122022;21;18.12.2022;19:00;10;Levante;22;Eibar;0;0;57;43;13;5;4;1;11;4
39v60d18122022;21;18.12.2022;14:00;39;Albacete;60;UD Ibiza;4;0;51;49;10;11;4;3;5;2
40v23d17122022;21;17.12.2022;21:00;40;Real Oviedo;23;Real Sporting;1;0;45;55;4;12;1;3;5;2
52v47d17122022;21;17.12.2022;18:30;52;Cartagena;47;R. Racing Club;0;3;67;33;13;9;2;4;5;5
